,conference,year,title,id,authors,tags,notes
336,icst/icst,2017,Coveringcerts: Combinatorial Methods for X.509 Certificate Testing.,conf/icst/KleineS17,"Kristoffer Kleine, Dimitris E. Simos",Security Testing,
337,icst/icst,2017,Recovering Semantic Traceability Links between APIs and Security Vulnerabilities: An Ontological Modeling Approach.,conf/icst/Al-QahtaniER17,"Sultan S. Al-Qahtani, Ellis E. Eghan, Juergen Rilling",Security Testing,
338,icst/icst,2017,Mining Sandboxes for Linux Containers.,conf/icst/WanLXCL17,"Zhiyuan Wan, David Lo, Xin Xia, Liang Cai, Shanping Li",Security Testing,
339,icst/icst,2017,Perphecy: Performance Regression Test Selection Made Simple but Effective.,conf/icst/OliveiraFDHS17,"Augusto Born de Oliveira, Sebastian Fischmeister, Amer Diwan, Matthias Hauswirth, Peter F. Sweeney",Regression Testing,
340,icst/icst,2017,A Selection Method for Black Box Regression Testing with a Statistically Defined Quality Level.,conf/icst/AlagozHG17,"Ibrahim Alagöz, Thomas Herpel, Reinhard German",Regression Testing,
341,icst/icst,2017,Private API Access and Functional Mocking in Automated Unit Test Generation.,conf/icst/ArcuriFJ17,"Andrea Arcuri, Gordon Fraser, René Just",Regression Testing,
342,icst/icst,2017,Using Semantic Similarity in Crawling-Based Web Application Testing.,conf/icst/LinWC17,"Jun-Wei Lin, Farn Wang, Paul Chu",Web and Mobile Applications,
343,icst/icst,2017,"Barista: A Technique for Recording, Encoding, and Running Platform Independent Android Tests.",conf/icst/FazziniFCO17,"Mattia Fazzini, Eduardo Noronha de A. Freitas, Shauvik Roy Choudhary, Alessandro Orso",Web and Mobile Applications,
344,icst/icst,2017,ATOM: Automatic Maintenance of GUI Test Scripts for Evolving Mobile Applications.,conf/icst/LiCWH0WL17,"Xiao Li, Nana Chang, Yan Wang, Haohua Huang, Yu Pei, Linzhang Wang, Xuandong Li",Web and Mobile Applications,
345,icst/icst,2017,Automated Testing of Definition-Use Data Flow for Multithreaded Programs.,conf/icst/ZhangYZLCHL17,"Xiaodong Zhang, Zijiang Yang, Qinghua Zheng, Pei Liu, Jialiang Chang, Yu Hao, Ting Liu",Parallel Systems and Concurrency,
346,icst/icst,2017,IPA: Error Propagation Analysis of Multi-Threaded Programs Using Likely Invariants.,conf/icst/ChanWSPS17,"Abraham Chan, Stefan Winter, Habib Saissi, Karthik Pattabiraman, Neeraj Suri",Parallel Systems and Concurrency,
347,icst/icst,2017,Verifying Concurrent Programs Using Contracts.,conf/icst/DiasFFLSSV17,"Ricardo J. Dias, Carla Ferreira, Jan Fiedor, João M. Lourenço, Ales Smrcka, Diogo G. Sousa, Tomás Vojnar",Parallel Systems and Concurrency,
348,icst/icst,2017,Are There Any Unit Tests? An Empirical Study on Unit Testing in Open Source Python Projects.,conf/icst/TrautschG17,"Fabian Trautsch, Jens Grabowski",Empirics on Testing,
349,icst/icst,2017,Broadcast vs. Unicast Review Technology: Does It Matter?,conf/icst/ArmstrongKA17,"Foundjem Armstrong, Foutse Khomh, Bram Adams",Empirics on Testing,
350,icst/icst,2017,JavaScript: The (Un)Covered Parts.,conf/icst/Fard017,"Amin Milani Fard, Ali Mesbah",Empirics on Testing,
351,icst/icst,2017,Non-Semantics-Preserving Transformations for Higher-Coverage Test Generation Using Symbolic Execution.,conf/icst/ConverseOK17,"Hayes Converse, Oswaldo Olivo, Sarfraz Khurshid",Model-Based Testing,
352,icst/icst,2017,Uncertainty-Driven Black-Box Test Data Generation.,conf/icst/WalkinshawF17,"Neil Walkinshaw, Gordon Fraser",Model-Based Testing,
353,icst/icst,2017,Automated Test Generation and Mutation Testing for Alloy.,conf/icst/SullivanWZK17,"Allison Sullivan, Kaiyuan Wang, Razieh Nokhbeh Zaeem, Sarfraz Khurshid",Model-Based Testing,
354,icst/icst,2017,Model-Based Testing IoT Communication via Active Automata Learning.,conf/icst/TapplerAB17,"Martin Tappler, Bernhard K. Aichernig, Roderick Bloem",Model-Based Testing,
355,icst/icst,2017,Model-Based API Testing of Apache ZooKeeper.,conf/icst/ArthoGRBMKHTY17,"Cyrille Artho, Quentin Gros, Guillaume Rousset, Kazuaki Banzai, Lei Ma, Takashi Kitamura, Masami Hagiya, Yoshinori Tanabe, Mitsuharu Yamamoto",Model-Based Testing,
356,icst/icst,2017,System Testing of Timing Requirements Based on Use Cases and Timed Automata.,conf/icst/WangPB17,"Chunhui Wang, Fabrizio Pastore, Lionel C. Briand",Model-Based Testing,
357,icst/icst,2017,Efficient Incrementalized Runtime Checking of Linear Measures on Lists.,conf/icst/Gyori0PM17,"Alex Gyori, Pranav Garg, Edgar Pek, P. Madhusudan",Automated and Run-Time Testing,
358,icst/icst,2017,Behavioral Execution Comparison: Are Tests Representative of Field Behavior?,conf/icst/WangBO17,"Qianqian Wang, Yuriy Brun, Alessandro Orso",Automated and Run-Time Testing,
359,icst/icst,2017,Automated Random Testing in Multiple Dispatch Languages.,conf/icst/PouldingF17a,"Simon M. Poulding, Robert Feldt",Automated and Run-Time Testing,
360,icst/icst,2017,The Fitness Function for the Job: Search-Based Generation of Test Suites That Detect Real Faults.,conf/icst/Gay17,Gregory Gay,Search-Based Testing,
361,icst/icst,2017,A Search-Based Testing Approach for XML Injection Vulnerabilities in Web Applications.,conf/icst/JanNAB17,"Sadeeq Jan, Cu D. Nguyen, Andrea Arcuri, Lionel C. Briand",Search-Based Testing,
362,icst/icst,2017,CBGA-ES: A Cluster-Based Genetic Algorithm with Elitist Selection for Supporting Multi-Objective Test Optimization.,conf/icst/PradhanWAYL17,"Dipesh Pradhan, Shuai Wang, Shaukat Ali, Tao Yue, Marius Liaaen",Search-Based Testing,
363,icst/icst,2017,Incremental Deductive Verification for Relational Model Transformations.,conf/icst/ChengT17,"Zheng Cheng, Massimo Tisi",Model Checking and Verification,
364,icst/icst,2017,Statistical Model Checking Meets Property-Based Testing.,conf/icst/AichernigS17,"Bernhard K. Aichernig, Richard Schumi",Model Checking and Verification,
365,icst/icst,2017,Timed k-Tail: Automatic Inference of Timed Automata.,conf/icst/PastoreMM17,"Fabrizio Pastore, Daniela Micucci, Leonardo Mariani",Model Checking and Verification,
366,icst/icst,2017,A Comparative Study of Manual and Automated Testing for Industrial Control Software.,conf/icst/EnoiuSCP17,"Eduard Paul Enoiu, Daniel Sundmark, Adnan Causevic, Paul Pettersson",New Methods and Empirical Results,(Short Papers)
367,icst/icst,2017,How Do Assertions Impact Coverage-Based Test-Suite Reduction?,conf/icst/ChenBHZZX17,"Junjie Chen, Yanwei Bai, Dan Hao, Lingming Zhang, Lu Zhang, Bing Xie",New Methods and Empirical Results,(Short Papers)
368,icst/icst,2017,Automata Language Equivalence vs. Simulations for Model-Based Mutant Equivalence: An Empirical Evaluation.,conf/icst/DevroeyPPLSH17,"Xavier Devroey, Gilles Perrouin, Mike Papadakis, Axel Legay, Pierre-Yves Schobbens, Patrick Heymans",New Methods and Empirical Results,(Short Papers)
369,icst/icst,2017,Assessing and Improving the Mutation Testing Practice of PIT.,conf/icst/LaurentPKHTV17,"Thomas Laurent, Mike Papadakis, Marinos Kintis, Christopher Henard, Yves Le Traon, Anthony Ventresque",New Methods and Empirical Results,(Short Papers)
370,icst/icst,2017,Generic and Effective Specification of Structural Test Objectives.,conf/icst/MarcozziDBKP17,"Michaël Marcozzi, Mickaël Delahaye, Sébastien Bardin, Nikolai Kosmatov, Virgile Prevosto",New Theories and Tools,(Short Papers)
371,icst/icst,2017,Ariadne: Hybridizing Directed Model Checking and Static Analysis.,conf/icst/MilewiczP17,"Reed Milewicz, Peter Pirkelbauer",New Theories and Tools,(Short Papers)
372,icst/icst,2017,A Toolkit for Testing Stochastic Simulations against Statistical Oracles.,conf/icst/PatrickDG17,"Matthew Patrick, Ruairi Donnelly, Christopher A. Gilligan",New Theories and Tools,(Short Papers)
373,icst/icst,2017,O!Snap: Cost-Efficient Testing in the Cloud.,conf/icst/GambiGZ17,"Alessio Gambi, Alessandra Gorla, Andreas Zeller",New Theories and Tools,(Short Papers)
374,icst/icst,2017,Accelerating Test Automation through a Domain Specific Language.,conf/icst/DwarakanathEPDP17,"Anurag Dwarakanath, Dipin Era, Aditya Priyadarshi, Neville Dubash, Sanjay Podder",Model Checking and DSL-Based Testing,
375,icst/icst,2017,Efficient Safety Proofs for Industry-Scale Code Using Abstractions and Bounded Model Checking.,conf/icst/DarkeCCV17,"Priyanka Darke, Bharti Chimdyalwar, Avriti Chauhan, R. Venkatesh",Model Checking and DSL-Based Testing,
376,icst/icst,2017,NuSeen: A Tool Framework for the NuSMV Model Checker.,conf/icst/ArcainiGR17a,"Paolo Arcaini, Angelo Gargantini, Elvinia Riccobene",Model Checking and DSL-Based Testing,
377,icst/icst,2017,Transferring State-of-the-Art Immutability Analyses: Experimentation Toolbox and Accuracy Benchmark.,conf/icst/HollandSK17,"Benjamin Holland, Ganesh Ram Santhanam, Suresh Kothari",Code Analysis and White Box Testing,
378,icst/icst,2017,NIVAnalyzer: A Tool for Automatically Detecting and Verifying Next-Intent Vulnerabilities in Android Apps.,conf/icst/TangCZGXHBM17,"Junjie Tang, Xingmin Cui, Ziming Zhao, Shanqing Guo, Xin-Shun Xu, Chengyu Hu, Tao Ban, Bing Mao",Code Analysis and White Box Testing,
379,icst/icst,2017,Taming Coverage Criteria Heterogeneity with LTest.,conf/icst/MarcozziBDKP17,"Michaël Marcozzi, Sébastien Bardin, Mickaël Delahaye, Nikolai Kosmatov, Virgile Prevosto",Code Analysis and White Box Testing,
380,icst/icst,2017,Test Design as Code: JCUnit.,conf/icst/UkaiQ17,"Hiroshi Ukai, Xiao Qu",Code Analysis and White Box Testing,
381,icst/icst,2017,SAGA Toolbox: Interactive Testing of Guarded Assertions.,conf/icst/FlemstromGK17,"Daniel Flemström, Thomas Gustafsson, Avenir Kobetski",Dynamic Analysis,
382,icst/icst,2017,TITAN: Test Suite Optimization for Highly Configurable Software.,conf/icst/MarijanLGSI17,"Dusica Marijan, Marius Liaaen, Arnaud Gotlieb, Sagar Sen, Carlo Ieva",Dynamic Analysis,
383,icst/icst,2017,ADRENALIN-RV: Android Runtime Verification Using Load-Time Weaving.,conf/icst/SunRJB17,"Haiyang Sun, Andrea Rosà, Omar Javed, Walter Binder",Dynamic Analysis,
384,icst/icst,2017,Towards a Testbed for Automotive Cybersecurity.,conf/icst/FowlerCSB17,"Daniel S. Fowler, Madeline Cheah, Siraj Ahmed Shaikh, Jeremy W. Bryans",,Industry Track
385,icst/icst,2017,How to Test in Sixteen Languages? Automation Support for Localization Testing.,conf/icst/RamlerH17,"Rudolf Ramler, Robert Hoschek",,Industry Track
386,icst/icst,2017,Information Needs for Validating Evolving Software Systems: An Exploratory Study at Google.,conf/icst/Al-NayeemOPRZ17,"Abdullah Al-Nayeem, Krzysztof Ostrowski, Sebastian Pueblas, Christophe Restif, Sai Zhang",,Industry Track
387,icst/icst,2017,A Controlled Experiment on Coverage Maximization of Automated Model-Based Software Test Cases in the Automotive Industry.,conf/icst/DarwishGT17,"Rashid Darwish, Lynnie Nakyanzi Gwosuta, Richard Torkar",,Industry Track
388,icst/icst,2017,An Industrial Study of Natural Language Processing Based Test Case Prioritization.,conf/icst/YangHHLC17,"Yilin Yang, Xinhai Huang, Xuefei Hao, Zicong Liu, Zhenyu Chen",,Industry Track
389,icst/icst,2017,Overview of the ICST International Software Testing Contest.,conf/icst/AlegrothMVA17,"Emil Alégroth, Shinsuke Matsuki, Tanja E. J. Vos, Kinji Akemine",,International Software Testing Contest
390,icst/icst,2018,Practical Test Dependency Detection.,conf/icst/GambiBZ18,"Alessio Gambi, Jonathan Bell, Andreas Zeller",Testing & Debugging,
391,icst/icst,2018,DOMINO: Fast and Effective Test Data Generation for Relational Database Schemas.,conf/icst/AlsharifKM18,"Abdullah Alsharif, Gregory M. Kapfhammer, Phil McMinn",Testing & Debugging,
392,icst/icst,2018,Automated Generation of Constraints from Use Case Specifications to Support System Testing.,conf/icst/WangPB18,"Chunhui Wang, Fabrizio Pastore, Lionel C. Briand",Testing & Debugging,
393,icst/icst,2018,Characterizing Defective Configuration Scripts Used for Continuous Deployment.,conf/icst/RahmanW18,"Akond Rahman, Laurie Williams",Regression and Continuous Integration,
394,icst/icst,2018,REMAP: Using Rule Mining and Multi-objective Search for Dynamic Test Case Prioritization.,conf/icst/PradhanW00L18,"Dipesh Pradhan, Shuai Wang, Shaukat Ali, Tao Yue, Marius Liaaen",Regression and Continuous Integration,
395,icst/icst,2018,Speeding up Mutation Testing via Regression Test Selection: An Extensive Study.,conf/icst/ChenZ18,"Lingchao Chen, Lingming Zhang",Regression and Continuous Integration,
396,icst/icst,2018,Automating Targeted Property-Based Testing.,conf/icst/LoscherS18,"Andreas Löscher, Konstantinos Sagonas",Testing & Debugging,
397,icst/icst,2018,Testing Cloud Applications under Cloud-Uncertainty Performance Effects.,conf/icst/WangTHHSSP18,"Wei Wang, Ningjing Tian, Sunzhou Huang, Sen He, Abhijeet Srivastava, Mary Lou Soffa, Lori L. Pollock",Testing & Debugging,
398,icst/icst,2018,Behavioral Fault Localization by Sampling Suspicious Dynamic Control Flow Subgraphs.,conf/icst/HendersonP18,"Tim A. D. Henderson, Andy Podgurski",Testing & Debugging,
399,icst/icst,2018,QBE: QLearning-Based Exploration of Android Applications.,conf/icst/KorogluSMMUTD18,"Yavuz Köroglu, Alper Sen, Ozlem Muslu, Yunus Mete, Ceyda Ulker, Tolga Tanriverdi, Yunus Donmez",Mobile and Web Application Testing,
400,icst/icst,2018,Automated Accessibility Testing of Mobile Apps.,conf/icst/ElerRGF18,"Marcelo Medeiros Eler, José Miguel Rojas, Yan Ge, Gordon Fraser",Mobile and Web Application Testing,
401,icst/icst,2018,Context-Based Event Trace Reduction in Client-Side JavaScript Applications.,conf/icst/WangDGG018,"Jie Wang, Wensheng Dou, Chushu Gao, Yu Gao, Jun Wei",Mobile and Web Application Testing,
402,icst/icst,2018,Exhaustive Exploration of the Failure-Oblivious Computing Search Space.,conf/icst/DurieuxHYBM18,"Thomas Durieux, Youssef Hamadi, Zhongxing Yu, Benoit Baudry, Martin Monperrus",Program Repair and Synthesis,
403,icst/icst,2018,Finding Substitutable Binary Code for Reverse Engineering by Synthesizing Adapters.,conf/icst/SharmaHM18,"Vaibhav Sharma, Kesha Hietala, Stephen McCamant",Program Repair and Synthesis,
404,icst/icst,2018,EdSynth: Synthesizing API Sequences with Conditionals and Loops.,conf/icst/YangHWK18,"Zijiang Yang, Jinru Hua, Kaiyuan Wang, Sarfraz Khurshid",Program Repair and Synthesis,
405,icst/icst,2018,Continuous Integration and Visual GUI Testing: Benefits and Drawbacks in Industrial Practice.,conf/icst/AlegrothKR18,"Emil Alégroth, Arvid Karlsson, Alexander Radway",Visual Testing,
406,icst/icst,2018,Automatic Detection of Visibility Faults by Layout Changes in HTML5 Web Pages.,conf/icst/RyouR18,"Yeonhee Ryou, Sukyoung Ryu",Visual Testing,
407,icst/icst,2018,Web Canvas Testing Through Visual Inference.,conf/icst/BajammalM18,"Mohammad Bajammal, Ali Mesbah",Visual Testing,
408,icst/icst,2018,Uncovering Unknown System Behaviors in Uncertain Networks with Model and Search-Based Testing.,conf/icst/JiLCPZ0YL18,"Ruihua Ji, Zhong Li, Shouyu Chen, Minxue Pan, Tian Zhang, Shaukat Ali, Tao Yue, Xuandong Li",Search Based Approaches,
409,icst/icst,2018,Automated Repair of Internationalization Presentation Failures in Web Pages Using Style Similarity Clustering and Search-Based Techniques.,conf/icst/MahajanAMH18,"Sonal Mahajan, Abdulmajeed Alameer, Phil McMinn, William G. J. Halfond",Search Based Approaches,
410,icst/icst,2018,Accelerating Search-Based Program Repair.,conf/icst/MehneYPSGK18,"Ben Mehne, Hiroaki Yoshida, Mukul R. Prasad, Koushik Sen, Divya Gopinath, Sarfraz Khurshid",Search Based Approaches,
411,icst/icst,2018,Invasive Software Testing: Mutating Target Programs to Diversify Test Exploration for High Test Coverage.,conf/icst/KimHKPK18,"Yunho Kim, Shin Hong, Bongseok Ko, Duy Loc Phan, Moonzoo Kim",Testing & Debugging,
412,icst/icst,2018,How Do Automatically Generated Unit Tests Influence Software Maintenance?,conf/icst/ShamshiriRGWF18,"Sina Shamshiri, José Miguel Rojas, Juan Pablo Galeotti, Neil Walkinshaw, Gordon Fraser",Testing & Debugging,
413,icst/icst,2018,Localizing Faults in Cloud Systems.,conf/icst/MarianiMPRX18,"Leonardo Mariani, Cristina Monni, Mauro Pezzè, Oliviero Riganelli, Rui Xin",Testing & Debugging,
414,icst/icst,2018,An Investigation of Compression Techniques to Speed up Mutation Testing.,conf/icst/ZhuPZ18,"Qianqian Zhu, Annibale Panichella, Andy Zaidman",Mutation Analysis,
415,icst/icst,2018,Approximate Transformations as Mutation Operators.,conf/icst/HaririSLGKM18,"Farah Hariri, August Shi, Owolabi Legunsen, Milos Gligoric, Sarfraz Khurshid, Sasa Misailovic",Mutation Analysis,
416,icst/icst,2018,Virtualized-Fault Injection Testing: A Machine Learning Approach.,conf/icst/KhosrowjerdiMR18,"Hojat Khosrowjerdi, Karl Meinke, Andreas Rasmusson",Mutation Analysis,
417,icst/icst,2018,Investigating NLP-Based Approaches for Predicting Manual Test Case Failure.,conf/icst/HemmatiS18,"Hadi Hemmati, Fatemeh Sharifi",Defect Analysis,
418,icst/icst,2018,An Empirical Study on Software Failure Classification with Multi-label and Problem-Transformation Techniques.,conf/icst/FengJ0F18,"Yang Feng, James A. Jones, Zhenyu Chen, Chunrong Fang",Defect Analysis,
419,icst/icst,2018,Crashing Simulated Planes is Cheap: Can Simulation Detect Robotics Bugs Early?,conf/icst/TimperleyAKHG18,"Christopher Steven Timperley, Afsoon Afzal, Deborah S. Katz, Jam Marcos Hernandez, Claire Le Goues",Defect Analysis,
420,icst/icst,2018,Evaluating Automated Software Verification Tools.,conf/icst/PrauseGG18,"Christian Prause, Rainer Gerlich, Ralf Gerlich",,Industry
421,icst/icst,2018,Automating Web Application Testing from the Ground Up: Experiences and Lessons Learned in an Industrial Setting.,conf/icst/DebroyBYE18,"Vidroha Debroy, Lance Brimble, Matthew Yost, Archana Erry",,Industry
422,icst/icst,2018,Improving Test Execution Efficiency Through Clustering and Reordering of Independent Test Steps.,conf/icst/WalterSPR18,"Benedikt Walter, Maximilian Schilling, Marco Piechotta, Stephan Rudolph",,Industry
423,icst/icst,2018,Systematic Test Platform Selection: Reducing Costs for Testing Software-Based Automotive E/E Systems.,conf/icst/SchwarzlH18,"Christian Schwarzl, Jens Herrmann",,Industry
424,icst/icst,2018,Bluetooth Low Energy Devices Security Testing Framework.,conf/icst/RayROMO18,"Apala Ray, Vipin Raj, Manuel Oriol, Aurelien Monot, Sebastian Obermeier",,Industry
425,icst/icst,2018,EvoMaster: Evolutionary Multi-context Automated System Test Generation.,conf/icst/Arcuri18,Andrea Arcuri,,Tool
426,icst/icst,2018,AUnit: A Test Automation Tool for Alloy.,conf/icst/SullivanWK18,"Allison Sullivan, Kaiyuan Wang, Sarfraz Khurshid",,Tool
427,icst/icst,2018,Jaguar: A Spectrum-Based Fault Localization Tool for Real-World Software.,conf/icst/RibeiroSACK18,"Henrique Lemos Ribeiro, Higor Amario de Souza, Roberto Paulo Andrioli de Araujo, Marcos Lordello Chaim, Fabio Kon",,Tool
428,icst/icst,2018,SimEvo: A Toolset for Simulink Test Evolution & Maintenance.,conf/icst/RaposC18,"Eric J. Rapos, James R. Cordy",,Tool
429,icst/icst,2018,Fuzzinator: An Open-Source Modular Random Testing Framework.,conf/icst/HodovanK18,"Renáta Hodován, Ákos Kiss",,Tool
430,icst/icst,2018,"Taxonomy Based Testing Using SW91, a Medical Device Software Defect Taxonomy.",conf/icst/Rajaram18,Hamsini Ketheswarasarma Rajaram,,Doctoral Symposium
431,icst/icst,2018,Test Automation Maturity Assessment.,conf/icst/Wang18,Yuqing Wang,,Doctoral Symposium
432,icst/icst,2018,"Software Systems, Their Engineers and Their Testers.",conf/icst/Balogh18,Gergõ Balogh,,Doctoral Symposium
433,icst/icst,2018,Testing Natural Language Grammars.,conf/icst/Listenmaa18,Inari Listenmaa,,Doctoral Symposium
434,icst/icst,2018,Analysis of the Logical Consistency in Cassandra.,conf/icst/Suarez-Otero18,Pablo Suárez-Otero,,Doctoral Symposium
435,icst/icst,2018,Knowledge Discovery Metamodel-Based Unit Test Cases Generation.,conf/icst/PiresA18,"Joao Paulo Pires, Fernando Brito e Abreu",,Doctoral Symposium
436,icst/icst,2018,Anti-Patterns in Infrastructure as Code.,conf/icst/Rahman18,Akond Rahman,,Doctoral Symposium
437,icst/icst,2019,XSTRESSOR : Automatic Generation of Large-Scale Worst-Case Test Inputs by Inferring Path Conditions.,conf/icst/SaumyaK0B19,"Charitha Saumya, Jinkyu Koo, Milind Kulkarni, Saurabh Bagchi",Test Generation,
438,icst/icst,2019,Automated Testing of Basic Recognition Capability for Speech Recognition Systems.,conf/icst/IwamaF19,"Futoshi Iwama, Takashi Fukuda",Test Generation,
439,icst/icst,2019,Extension-Aware Automated Testing Based on Imperative Predicates.,conf/icst/DiniYGK19,"Nima Dini, Cagdas Yelen, Milos Gligoric, Sarfraz Khurshid",Test Generation,
440,icst/icst,2019,Parallel Many-Objective Search for Unit Tests.,conf/icst/BaderCF19,"Verena Bader, José Campos, Gordon Fraser",Test Generation,
441,icst/icst,2019,MemFuzz: Using Memory Accesses to Guide Fuzzing.,conf/icst/CoppikSS19,"Nicolas Coppik, Oliver Schwahn, Neeraj Suri",Fuzzing and Security,
442,icst/icst,2019,SeqFuzzer: An Industrial Protocol Fuzzing Framework from a Deep Learning Perspective.,conf/icst/ZhaoLWSH19,"Hui Zhao, Zhihui Li, Hansheng Wei, Jianqi Shi, Yanhong Huang",Fuzzing and Security,
443,icst/icst,2019,Fixing of Security Vulnerabilities in Open Source Projects: A Case Study of Apache HTTP Server and Apache Tomcat.,conf/icst/PiantadosiSO19,"Valentina Piantadosi, Simone Scalabrino, Rocco Oliveto",Fuzzing and Security,
444,icst/icst,2019,Similarities Across Libraries: Making a Case for Leveraging Test Suites.,conf/icst/SondhiRP19,"Devika Sondhi, Divya Rani, Rahul Purandare",Empirical Studies and Benchmarking,
445,icst/icst,2019,BugsJS: a Benchmark of JavaScript Bugs.,conf/icst/GyimesiVSMBF019,"Péter Gyimesi, Béla Vancsics, Andrea Stocco, Davood Mazinanian, Árpád Beszédes, Rudolf Ferenc, Ali Mesbah",Empirical Studies and Benchmarking,
446,icst/icst,2019,You Cannot Fix What You Cannot Find! An Investigation of Fault Localization Bias in Benchmarking Automated Program Repair Systems.,conf/icst/LiuKB0KT19,"Kui Liu, Anil Koyuncu, Tegawendé F. Bissyandé, Dongsun Kim, Jacques Klein, Yves Le Traon",Empirical Studies and Benchmarking,
447,icst/icst,2019,Comparing Mutation Testing at the Levels of Source Code and Compiler Intermediate Representation.,conf/icst/HaririSFMM19,"Farah Hariri, August Shi, Vimuth Fernando, Suleman Mahmood, Darko Marinov",Empirical Studies and Benchmarking,
448,icst/icst,2019,Testing Machine Learning Algorithms for Balanced Data Usage.,conf/icst/SharmaW19,"Arnab Sharma, Heike Wehrheim",Machine Learning,
449,icst/icst,2019,PySE: Automatic Worst-Case Test Generation by Reinforcement Learning.,conf/icst/KooS0B19,"Jinkyu Koo, Charitha Saumya, Milind Kulkarni, Saurabh Bagchi",Machine Learning,
450,icst/icst,2019,An RBM Anomaly Detector for the Cloud.,conf/icst/MonniPP19,"Cristina Monni, Mauro Pezzè, Gaetano Prisco",Machine Learning,
451,icst/icst,2019,An Extensive Study on Cross-Project Predictive Mutation Testing.,conf/icst/MaoCZ19,"Dongyu Mao, Lingchao Chen, Lingming Zhang",Machine Learning,
452,icst/icst,2019,Efficiently Repairing Internationalization Presentation Failures by Solving Layout Constraints.,conf/icst/AlameerCH19,"Abdulmajeed Alameer, Paul T. Chiou, William G. J. Halfond",Web and GUI Applications,
453,icst/icst,2019,Automatic Visual Verification of Layout Failures in Responsively Designed Web Pages.,conf/icst/AlthomaliKM19,"Ibrahim Althomali, Gregory M. Kapfhammer, Phil McMinn",Web and GUI Applications,
454,icst/icst,2019,Suspend-Less Debugging for Interactive and/or Realtime Programs.,conf/icst/TannoI19,"Haruto Tanno, Hideya Iwasaki",Web and GUI Applications,
455,icst/icst,2019,Directing a Search Towards Execution Properties with a Learned Fitness Function.,conf/icst/JoffeC19,"Leonid Joffe, David Clark",SAT and Search Based Testing,
456,icst/icst,2019,Intent-Preserving Test Repair.,conf/icst/LidO19,"Xiangyu Li, Marcelo d'Amorim, Alessandro Orso",SAT and Search Based Testing,
457,icst/icst,2019,Learning to Optimize the Alloy Analyzer.,conf/icst/WangWZK19,"Wenxi Wang, Kaiyuan Wang, Mengshi Zhang, Sarfraz Khurshid",SAT and Search Based Testing,
458,icst/icst,2019,Uniform Sampling of SAT Solutions for Configurable Systems: Are We There Yet?,conf/icst/PlazarAPDC19,"Quentin Plazar, Mathieu Acher, Gilles Perrouin, Xavier Devroey, Maxime Cordy",SAT and Search Based Testing,
459,icst/icst,2019,Do Pseudo Test Suites Lead to Inflated Correlation in Measuring Test Effectiveness?,conf/icst/ZhangZHWZ19,"Jie M. Zhang, Lingming Zhang, Dan Hao, Meng Wang, Lu Zhang",Coverage,
460,icst/icst,2019,Coverage-Driven Test Generation for Thread-Safe Classes via Parallel and Conflict Dependencies.,conf/icst/TerragniPB19,"Valerio Terragni, Mauro Pezzè, Francesco Adalberto Bianchi",Coverage,
461,icst/icst,2019,Precise Static Happens-Before Analysis for Detecting UAF Order Violations in Android.,conf/icst/WuLSCX19,"Diyu Wu, Jie Liu, Yulei Sui, Shiping Chen, Jingling Xue",Verification and Analysis,
462,icst/icst,2019,An Empirical Assessment of Machine Learning Approaches for Triaging Reports of a Java Static Analysis Tool.,conf/icst/KocWFCP19,"Ugur Koc, Shiyi Wei, Jeffrey S. Foster, Marine Carpuat, Adam A. Porter",Verification and Analysis,
463,icst/icst,2019,Techniques for Evolution-Aware Runtime Verification.,conf/icst/LegunsenZHRM19,"Owolabi Legunsen, Yi Zhang, Milica Hadzi-Tanovic, Grigore Rosu, Darko Marinov",Verification and Analysis,
464,icst/icst,2019,iDFlakies: A Framework for Detecting and Partially Classifying Flaky Tests.,conf/icst/LamOSM019,"Wing Lam, Reed Oei, August Shi, Darko Marinov, Tao Xie",Evolution and Maintenance,
465,icst/icst,2019,Resurgence of Regression Test Selection for C++.,conf/icst/FuMG19,"Ben Fu, Sasa Misailovic, Milos Gligoric",Evolution and Maintenance,
466,icst/icst,2019,On the Evolution of Keyword-Driven Test Suites.,conf/icst/RwemalikaKPTL19,"Renaud Rwemalika, Marinos Kintis, Mike Papadakis, Yves Le Traon, Pierre Lorrach",Evolution and Maintenance,
467,icst/icst,2019,An Empirical Study on the Use of Defect Prediction for Test Case Prioritization.,conf/icst/PatersonCAKFM19,"David Paterson, José Campos, Rui Abreu, Gregory M. Kapfhammer, Gordon Fraser, Phil McMinn",Evolution and Maintenance,
468,icst/icst,2019,Poster: ClearTH Test Automation Framework: A Running Example of a DLT-Based Post-Trade System.,conf/icst/PanarinBIZZMRGT19,"Vladimir Panarin, Alyona Bulda, Iosif Itkin, Alexey Zverev, Kirill Zagorouiko, Murad Mamedov, Alyona Rybakova, Anna Gromova, Elena Treshcheva, Sergey Tishin, Rostislav Yavorskiy",,Poster Papers
469,icst/icst,2019,Poster: Automatic Consistency Checking of Requirements with ReqV.,conf/icst/VuottoNPT19,"Simone Vuotto, Massimo Narizzano, Luca Pulina, Armando Tacchella",,Poster Papers
470,icst/icst,2019,Poster: Re-Testing Configured Instances in the Production Environment - A Method for Reducing the Test Suite.,conf/icst/JebbarSKT19,"Oussama Jebbar, Mohamed Aymen Saied, Ferhat Khendek, Maria Toeroe",,Poster Papers
